Date,SDofDomBanks,SPIEX,SMI,SMIMid,Gov10yr,Gov3yr,Libor3M_CHF,CHFUSD,CHFEUR
01/02/2008,5060.2,181.37,7815.98,1484,2.817,2.334,2.65667,0.9178,0.62
08/02/2008,4489.5,177.52,7446.95,1437.85,2.761,2.225,2.71833,0.9073,0.6255
15/02/2008,6037.5,182.47,7353,1481.68,2.855,2.31,2.765,0.9147,0.623
22/02/2008,6137.8,183.05,7454.75,1493.3,2.901,2.384,2.78333,0.9216,0.6215
29/02/2008,5987.6,182.13,7533.86,1492.38,2.96,2.366,2.79667,0.9604,0.6328
07/03/2008,4696.4,176.85,7174.15,1446.97,2.967,2.34,2.815,0.9755,0.6352
14/03/2008,3998.6,174.02,7132.03,1418.37,2.882,2.27,2.80667,1.0013,0.6388
21/03/2008,6445.4,167.38,7009.86,1360.04,2.75,2.234,2.83667,0.9908,0.642
28/03/2008,6437.9,175.06,7239.35,1425.89,2.948,2.41,2.885,1.0047,0.636
04/04/2008,3785.6,179.69,7573.49,1465.43,2.966,2.455,2.89667,0.9941,0.6317
11/04/2008,5517.8,173.57,7258.96,1396.47,2.958,2.396,2.81333,0.9988,0.6318
18/04/2008,5212.2,178.09,7418.02,1447.18,3.177,2.697,2.84833,0.9822,0.621
25/04/2008,4000.2,180.33,7509.48,1468.98,3.158,2.641,2.84167,0.9669,0.6186
02/05/2008,4690.4,184.27,7665.8,1507.16,3.128,2.611,2.805,0.9459,0.6132
09/05/2008,4722.9,183.95,7483.97,1506.16,2.982,2.524,2.775,0.9605,0.6205
16/05/2008,4007.3,187.22,7653.71,1535.3,3.019,2.63,2.77833,0.9544,0.6127
23/05/2008,5515.3,183.81,7459.94,1501.78,3.052,2.693,2.775,0.9758,0.6191
30/05/2008,4908.2,186.53,7511.29,1530.9,3.19,2.788,2.7775,0.9595,0.6169
06/06/2008,5097,185.56,7386.42,1516.26,3.229,3.002,2.82667,0.9817,0.6222
13/06/2008,7239,180.93,7261.37,1470.03,3.418,3.093,2.90583,0.9553,0.6212
20/06/2008,5076.6,176.37,7069.44,1424.19,3.38,3.009,2.82,0.9654,0.6186
27/06/2008,4842.8,170.82,6861.54,1369.55,3.291,2.901,2.78833,0.9825,0.6221
04/07/2008,4424.4,163.53,6772.74,1301.51,3.245,2.868,2.8,0.9751,0.6209
11/07/2008,5753.3,159,6638.89,1253.12,3.128,2.744,2.8,0.9841,0.6175
18/07/2008,4397.9,162.81,6827.31,1306.13,3.19,2.774,2.78667,0.9779,0.6171
25/07/2008,5105.7,164.6,7015.03,1328.34,3.226,2.684,2.76417,0.9648,0.6141
01/08/2008,5411.1,164.54,7141.21,1318.99,3.054,2.518,2.755,0.9528,0.6121
08/08/2008,5077.9,167.64,7262.1,1358.65,2.985,2.437,2.74833,0.9242,0.6158
15/08/2008,5882.4,168.67,7235.93,1372.41,2.88,2.306,2.74667,0.9117,0.6207
22/08/2008,5477.3,166.03,7094.12,1339.37,2.906,2.388,2.74833,0.9102,0.6153
29/08/2008,5221.3,169.54,7238.74,1383.68,2.885,2.395,2.745,0.908,0.6189
05/09/2008,5161,166.13,6976.59,1356.42,2.769,2.249,2.73,0.8939,0.6266
12/09/2008,5082.1,167.37,7215.5,1376.1,2.845,2.294,2.73,0.8847,0.622
19/09/2008,5286.8,166.54,7025.17,1388.79,2.782,1.982,2.79333,0.9047,0.6254
26/09/2008,5057.1,159.26,6815.52,1312.29,2.742,1.924,2.855,0.9174,0.6277
03/10/2008,9340,149.63,6879.82,1226.25,2.624,1.694,3.02167,0.8861,0.6433
10/10/2008,7622.5,126.35,5347.22,1029.49,2.833,1.574,3.12667,0.8783,0.6548
17/10/2008,7502.2,128.37,6099.62,1041.23,2.974,1.928,3.09,0.8799,0.6558
24/10/2008,7355.5,119.64,5675.09,969.03,2.73,1.837,2.92,0.8568,0.6787
31/10/2008,10061.6,123.92,6153.21,1008.67,2.837,1.8,2.71833,0.8614,0.677
07/11/2008,6232.9,124.68,6008.16,1022.42,2.717,1.967,2.305,0.8484,0.6671
14/11/2008,6656.1,119.91,5834.75,984.97,2.603,1.773,2.07667,0.8354,0.6635
21/11/2008,15589.7,110.75,5144.02,906.4,2.25,1.302,1.325,0.8177,0.6506
28/11/2008,24957.8,119.19,5816.6,989.55,2.277,1.422,1.255,0.8241,0.6494
05/12/2008,15581.3,112.96,5530.84,919.21,2.051,1.112,1.16667,0.8191,0.6441
12/12/2008,33547.6,115.7,5636.17,959.74,2.207,1.017,0.83667,0.8485,0.6347
19/12/2008,44329.1,115.62,5459.86,968.4,2.169,0.919,0.73833,0.906,0.6512
26/12/2008,35742.2,115.07,5399.58,956.54,2.121,0.919,0.7,0.9345,0.6661
02/01/2009,37186.2,116.83,5534.53,970.08,2.095,0.92,0.64833,0.9245,0.6644
09/01/2009,39019,120.13,5697.24,1001.34,2.246,1.129,0.59833,0.8974,0.6663
16/01/2009,40087,115.03,5435.54,954.61,2.172,1.015,0.55833,0.8931,0.6742
23/01/2009,37023,110.65,5306.91,913.8,2.211,1.044,0.54,0.8662,0.6677
30/01/2009,45258,113.44,5290.05,942.29,2.175,0.899,0.52667,0.8619,0.6724
06/02/2009,43979,114.62,5123.09,968.36,2.144,0.899,0.51,0.862,0.6662
13/02/2009,52177,114.14,5126.84,961.24,1.991,0.789,0.49833,0.8617,0.67
20/02/2009,45490,107.06,4851.21,891.43,2.102,0.777,0.505,0.8654,0.6746
27/02/2009,44956,103.97,4690.67,861,2.235,0.919,0.495,0.8553,0.675
06/03/2009,44758,97.9,4311.61,813.73,2.109,0.84,0.48,0.8634,0.6824
13/03/2009,44502,102.65,4726.74,864.34,2.136,0.819,0.415,0.8439,0.6527
20/03/2009,52563,105.93,4787.17,893.58,2.009,0.783,0.41,0.8872,0.6534
27/03/2009,64156,106.89,4872.33,892.8,2.147,0.841,0.40417,0.8742,0.6577
03/04/2009,69118,111.18,5042.99,930.19,2.181,0.93,0.40333,0.8841,0.6556
10/04/2009,66532,112.68,5070.6,940.25,2.205,0.88,0.40333,0.8661,0.6567
17/04/2009,72915,116.21,5192.63,971.97,2.151,0.823,0.39667,0.8584,0.6581
24/04/2009,69791,118.55,5113.05,992.09,2.062,0.778,0.40167,0.878,0.663
01/05/2009,80693,120.68,5225.92,1013.56,2.14,0.809,0.40333,0.8803,0.6634
08/05/2009,66132,125.93,5391.01,1051.32,2.367,0.835,0.405,0.9048,0.6633
15/05/2009,56121,123.94,5350.67,1026.17,2.312,0.779,0.40333,0.8917,0.6607
22/05/2009,57365,126.56,5409.26,1046.15,2.357,0.805,0.4,0.9213,0.6581
29/05/2009,61191,125.64,5349.74,1038.93,2.414,0.792,0.39833,0.9372,0.662
05/06/2009,62872,128.61,5398.9,1073.46,2.495,0.867,0.39833,0.9208,0.6592
12/06/2009,58638,129.84,5521.84,1081.15,2.442,0.873,0.395,0.9268,0.6612
19/06/2009,58691,126.09,5421.59,1042.48,2.367,0.824,0.39667,0.925,0.6636
26/06/2009,63356,125.79,5375.99,1042.81,2.326,0.799,0.395,0.9229,0.6567
03/07/2009,70555,125.28,5338.51,1037.4,2.279,0.769,0.39333,0.9203,0.6583
10/07/2009,67202,122.8,5237.81,1014.81,2.236,0.763,0.38,0.9206,0.6605
17/07/2009,67420,126.41,5594.14,1050.71,2.258,0.776,0.36667,0.9288,0.6586
24/07/2009,62753,128.93,5760.9,1068.58,2.16,0.709,0.36,0.9332,0.6568
31/07/2009,62312,133.41,5950.69,1112.98,1.97,0.61,0.36,0.9361,0.6565
07/08/2009,63201,135.69,6026.4,1134.06,2.108,0.761,0.35667,0.925,0.6522
14/08/2009,62371,137.05,5985.3,1142.92,1.996,0.661,0.34833,0.9329,0.6568
21/08/2009,62130,139.23,6139.8,1163.53,2.027,0.673,0.33667,0.9449,0.6595
28/08/2009,57918,141.46,6211.58,1181.75,2.006,0.634,0.31667,0.9437,0.6598
04/09/2009,57146,139.49,6119.07,1163.85,2.051,0.701,0.30667,0.9429,0.6594
11/09/2009,54176,145.19,6232.99,1218.15,2.096,0.711,0.30667,0.9632,0.6609
18/09/2009,49283,147.79,6325.15,1234.43,2.13,0.719,0.29667,0.9713,0.6603
25/09/2009,44595,145.53,6236.91,1211.26,2.055,0.731,0.29167,0.9733,0.6625
02/10/2009,47299,142.7,6150.17,1178.77,1.954,0.697,0.28667,0.9663,0.6627
09/10/2009,50695,147.3,6291.64,1230.04,2.018,0.753,0.285,0.9695,0.6582
16/10/2009,49343,147.85,6345.26,1233.13,2.103,0.796,0.2685,0.9822,0.6589
23/10/2009,45298,145.95,6378.06,1211.87,2.125,0.813,0.26683,0.9913,0.6605
30/10/2009,44616,141.63,6285.76,1173.97,2.022,0.791,0.26183,0.9745,0.662
06/11/2009,42118,143.86,6293.61,1202.24,1.986,0.754,0.25833,0.983,0.662
13/11/2009,42504,146.54,6351.08,1233.47,1.979,0.735,0.255,0.9877,0.6628
20/11/2009,44556,144.53,6277.46,1206.61,1.965,0.671,0.25167,0.9824,0.661
27/11/2009,46610,143.22,6336.66,1200.64,1.864,0.606,0.25,0.9944,0.6635
04/12/2009,43475,145.79,6501.16,1229.51,1.868,0.61,0.25333,0.9839,0.6622
11/12/2009,41517,144.37,6411.58,1215.95,1.887,0.611,0.25167,0.967,0.6613
18/12/2009,41345,145.06,6464.32,1219.6,1.803,0.571,0.25167,0.9594,0.6689
25/12/2009,40527,146.91,6579.98,1240.18,1.858,0.567,0.25167,0.9653,0.6698
01/01/2010,41261,147.49,6545.91,1242.18,1.901,0.595,0.25167,0.9686,0.6744
08/01/2010,42251,152.92,6617.88,1289.47,2.005,0.622,0.25,0.9769,0.678
15/01/2010,40048,153.76,6576.02,1295.1,1.943,0.573,0.25,0.9753,0.6779
22/01/2010,37657,151.79,6493.96,1275.7,2.001,0.526,0.25,0.9603,0.6791
29/01/2010,37995,151.28,6440.72,1269.3,2.003,0.527,0.25,0.9429,0.6801
05/02/2010,38359,147.41,6264.33,1227.64,1.95,0.455,0.25,0.9323,0.6816
12/02/2010,36705,147.53,6416.2,1226.84,1.939,0.396,0.24833,0.9298,0.6821
19/02/2010,38830,150.19,6709.68,1255.71,1.98,0.37,0.24833,0.9298,0.6827
26/02/2010,41281,150.25,6710.99,1252.06,1.903,0.333,0.25,0.9316,0.6833
05/03/2010,41724,155.22,6847.78,1304.73,1.869,0.386,0.24833,0.9311,0.6833
12/03/2010,43801,156.73,6836.6,1307.95,1.908,0.468,0.25,0.9454,0.6866
19/03/2010,47848,158.34,6880.76,1320.05,1.928,0.678,0.24833,0.9422,0.6964
26/03/2010,44621,160.35,6838.95,1341.66,1.914,0.663,0.24667,0.9388,0.7001
02/04/2010,46398,162.5,6888.92,1354.02,1.9,0.664,0.24667,0.9427,0.6982
09/04/2010,52661,164.76,6888.97,1376.7,1.928,0.713,0.24667,0.9384,0.6951
16/04/2010,54307,165.42,6893.69,1381.7,1.89,0.668,0.24333,0.9424,0.6978
23/04/2010,45153,165.4,6767.97,1383.25,1.856,0.682,0.2425,0.9318,0.6965
30/04/2010,48452,161.12,6616.82,1342.2,1.781,0.612,0.24583,0.9281,0.698
07/05/2010,60606,148.69,6205.63,1230.77,1.649,0.374,0.23417,0.9025,0.7076
14/05/2010,76005,154.11,6428.68,1284.29,1.688,0.372,0.21667,0.8822,0.7139
21/05/2010,78807,149.09,6206.59,1234.12,1.533,0.283,0.16667,0.8698,0.6921
28/05/2010,103520,151.76,6321.92,1261.71,1.552,0.355,0.10833,0.8627,0.7029
04/06/2010,93005,151.8,6298.97,1261.84,1.496,0.382,0.07833,0.8599,0.7189
11/06/2010,68693,154.04,6426.74,1290.21,1.52,0.387,0.09,0.8701,0.7182
18/06/2010,51686,155.21,6447.06,1296.85,1.589,0.522,0.10833,0.9021,0.7283
25/06/2010,48338,152.2,6275.35,1263.46,1.511,0.453,0.11,0.9153,0.7397
02/07/2010,61254,148.05,5974.3,1222.09,1.432,0.43,0.11,0.941,0.7488
09/07/2010,74461,152.27,6210.49,1265.22,1.422,0.437,0.11667,0.9455,0.7479
16/07/2010,54312,152.52,6184.37,1267.23,1.411,0.433,0.1175,0.9516,0.7361
23/07/2010,47421,152.27,6201.25,1263.21,1.441,0.429,0.15333,0.9485,0.7347
30/07/2010,51310,153.39,6200.78,1271.35,1.459,0.473,0.17167,0.9605,0.7359
06/08/2010,50755,156.37,6321.36,1298.41,1.381,0.448,0.17167,0.9626,0.7248
13/08/2010,47465,152.91,6294.34,1260.41,1.235,0.378,0.16833,0.9514,0.7459
20/08/2010,42607,152.4,6185.82,1256.85,1.117,0.35,0.15833,0.967,0.7609
27/08/2010,35772,151.21,6183.14,1249.63,1.138,0.357,0.155,0.9726,0.7623
03/09/2010,28612,154.52,6400.71,1280.68,1.284,0.434,0.16667,0.9838,0.7629
10/09/2010,26022,154.95,6467.69,1282.86,1.44,0.495,0.17917,0.9814,0.7733
17/09/2010,28140,155.43,6389.02,1283.82,1.492,0.665,0.17833,0.9903,0.7589
24/09/2010,25356,157.32,6360.77,1302.49,1.439,0.62,0.175,1.0172,0.7537
01/10/2010,30126,158.94,6284.17,1315.93,1.436,0.64,0.18,1.027,0.7445
15/10/2010,31597,162.52,6443.01,1349.77,1.485,0.619,0.17417,1.0427,0.7462
22/10/2010,32212,163.63,6477.13,1354.01,1.513,0.631,0.17083,1.023,0.7335
29/10/2010,28643,163.94,6472.23,1353.7,1.494,0.683,0.16833,1.018,0.7299
05/11/2010,26255,166.9,6587.72,1384.24,1.449,0.624,0.1675,1.0397,0.741
12/11/2010,23369,165.47,6505.29,1370.08,1.509,0.661,0.16583,1.0195,0.7445
19/11/2010,22970,168.19,6590.84,1396.77,1.546,0.675,0.17,1.0077,0.737
26/11/2010,22636,167.83,6483.56,1389.67,1.63,0.663,0.17,0.9966,0.7526
03/12/2010,23003,171.73,6440.9,1430.45,1.685,0.662,0.16833,1.0273,0.7657
10/12/2010,22937,172.7,6519.14,1428.42,1.741,0.685,0.17,1.0192,0.7707
17/12/2010,22651,173.07,6538.16,1429.33,1.828,0.797,0.16917,1.032,0.7823
24/12/2010,21645,174.61,6599.43,1442.19,1.696,0.72,0.17083,1.039,0.7919
31/12/2010,28497,173.41,6436.04,1426.43,1.716,0.682,0.17,1.0693,0.7994
07/01/2011,33479,171.89,6497.64,1404.06,1.73,0.708,0.17,1.0339,0.8008
14/01/2011,30062,174.03,6556.09,1418.74,1.836,0.801,0.16833,1.0378,0.7753
21/01/2011,30169,171.14,6567.31,1386.33,1.874,0.846,0.16833,1.0434,0.766
28/01/2011,27473,172.75,6528.13,1404.31,1.832,0.852,0.17,1.0616,0.78
04/02/2011,25974,174.32,6584.4,1419.18,1.889,0.844,0.17,1.0473,0.7709
11/02/2011,27716,175.59,6665.22,1427.87,1.907,0.806,0.17,1.0275,0.7584
18/02/2011,28762,175.74,6717.25,1427.79,1.906,0.826,0.17,1.0587,0.7731
25/02/2011,27138,171.25,6537.2,1390.13,1.873,0.819,0.17,1.0774,0.7832
04/03/2011,24875,174.09,6530.54,1420.53,1.857,0.869,0.17333,1.0816,0.7733
11/03/2011,24242,170.16,6353.76,1382,1.813,0.815,0.18,1.0755,0.7736
18/03/2011,23436,165.58,6098.05,1337.5,1.777,0.748,0.17833,1.1098,0.7826
25/03/2011,24285,172.16,6352.28,1398.08,1.838,0.879,0.18,1.087,0.7716
01/04/2011,23746,174.2,6439.91,1412.54,1.966,0.951,0.18,1.0825,0.7604
08/04/2011,24213,174.76,6457.93,1423.81,2.097,1.077,0.185,1.1032,0.7616
15/04/2011,24011,172.78,6400.26,1400.18,2.072,1,0.185,1.1208,0.7767
22/04/2011,24309,174.73,6457.16,1423.12,2.045,0.951,0.185,1.1285,0.7749
29/04/2011,24318,176.07,6539.7,1435.23,2.033,0.953,0.185,1.1557,0.7804
06/05/2011,23369,175.26,6526.51,1432.66,1.928,0.843,0.185,1.1377,0.7946
13/05/2011,23104,174.66,6563.26,1427.95,1.856,0.77,0.17833,1.1205,0.7933
20/05/2011,26860,173.28,6530.61,1415.05,1.834,0.736,0.17833,1.1397,0.805
27/05/2011,25742,170.63,6489.32,1391.8,1.789,0.663,0.17583,1.1773,0.8224
03/06/2011,24727,170.66,6407.39,1393.34,1.758,0.622,0.17583,1.1997,0.8196
10/06/2011,25802,164.84,6197.25,1339.47,1.603,0.454,0.175,1.1862,0.8268
17/06/2011,26653,161.77,6145.16,1316.48,1.653,0.388,0.17583,1.1789,0.8235
24/06/2011,25232,158.02,5998.02,1283.37,1.609,0.329,0.175,1.2003,0.8457
01/07/2011,27332,163.4,6237.81,1334.07,1.676,0.402,0.175,1.1795,0.812
08/07/2011,28208,162.34,6152.69,1319.53,1.624,0.336,0.175,1.1955,0.838
15/07/2011,27779,154.67,5938.06,1250.45,1.49,0.239,0.175,1.2269,0.8666
22/07/2011,29576,156.07,6031.93,1266.38,1.504,0.288,0.175,1.2207,0.8503
29/07/2011,30161,149.58,5783.35,1206.83,1.336,0.171,0.175,1.2728,0.884
05/08/2011,29901,133.27,5172.06,1061.34,1.205,0.022,0.1025,1.3031,0.9128
12/08/2011,61148,132.38,5252.81,1057.91,1.175,0.065,0.05167,1.2846,0.9017
19/08/2011,114551,127.36,5093.75,1008.97,0.881,0.06,0.00833,1.2737,0.8847
26/08/2011,163906,132.02,5323.12,1057.23,0.983,0.038,0.005,1.2402,0.8553
02/09/2011,191609,134.61,5359.67,1078.49,0.954,-0.017,0.005,1.2686,0.893
09/09/2011,207678,134.03,5430.77,1078.41,0.978,0.052,0.00667,1.1315,0.8288
16/09/2011,205785,137.12,5452.88,1105.52,0.989,-0.002,0.00667,1.142,0.8275
23/09/2011,203405,130.17,5298.83,1041.82,0.888,-0.055,0.01,1.1041,0.8186
30/09/2011,200471,133.58,5531.74,1071.72,0.919,-0.045,0.02333,1.1011,0.8226
07/10/2011,198408,135.19,5652.23,1097.22,0.945,-0.005,0.03,1.0785,0.8062
14/10/2011,195553,138.38,5761.12,1119.79,1.038,-0.003,0.04,1.1217,0.8079
21/10/2011,190971,138.29,5753.52,1121.36,0.996,-0.029,0.04167,1.1331,0.8155
28/10/2011,191051,143.12,5852.66,1172.51,1.022,-0.005,0.04333,1.1583,0.8188
04/11/2011,187341.1,139.73,5659.83,1137.54,0.859,-0.101,0.04333,1.1305,0.8197
11/11/2011,188990.3,139.76,5649.03,1140.89,0.891,-0.056,0.04333,1.1113,0.8082
18/11/2011,189312.6,135.39,5614.61,1097.09,0.853,-0.023,0.05,1.091,0.8067
25/11/2011,185410,129.65,5395.61,1050.11,0.859,-0.059,0.05,1.0753,0.8122
02/12/2011,181149.1,137.65,5718.85,1129.83,0.814,-0.064,0.05167,1.0853,0.8104
09/12/2011,176542,137.54,5793.57,1124.61,0.731,-0.085,0.05167,1.0835,0.8093
16/12/2011,173301.6,132.76,5733.5,1081.92,0.69,-0.041,0.05167,1.0684,0.819
23/12/2011,179801.2,136.6,5893.89,1112.63,0.674,-0.045,0.05167,1.0677,0.8179
30/12/2011,179669.7,137.17,5936.23,1118.49,0.64,-0.067,0.05167,1.0647,0.8221
06/01/2012,180270.2,137.44,6013.83,1119.86,0.75,-0.041,0.05167,1.0469,0.8231
13/01/2012,175566.3,139.97,5996.34,1139.89,0.739,-0.023,0.06,1.05,0.8281
20/01/2012,170582.9,143.02,6122.67,1169.66,0.765,0.041,0.06167,1.07,0.8275
27/01/2012,168355.4,143.4,6033.52,1166.16,0.744,0.04,0.06667,1.0957,0.8289
03/02/2012,171720.6,147.37,6153.31,1202.31,0.732,0.016,0.075,1.0891,0.8279
10/02/2012,171284.1,146.87,6130.66,1188.57,0.802,-0.008,0.08333,1.0911,0.8268
17/02/2012,167399.1,148.68,6237.69,1209,0.769,-0.002,0.08417,1.087,0.8273
24/02/2012,167542.3,148.5,6184.13,1204.95,0.755,-0.031,0.08583,1.1161,0.8296
02/03/2012,164841.1,148.8,6149.37,1206.61,0.674,-0.022,0.09,1.0939,0.8288
09/03/2012,159980.9,148.57,6188.51,1207.73,0.698,-0.001,0.09333,1.0884,0.8292
16/03/2012,158816.1,150.82,6341.33,1227.73,0.931,0.078,0.1025,1.0922,0.829
23/03/2012,159405.4,148.02,6240.33,1200.72,0.877,0.059,0.10583,1.1013,0.83
30/03/2012,158633.7,149.25,6235.51,1212.92,0.843,0.043,0.11,1.108,0.8307
06/04/2012,157750.5,148,6163.49,1200.74,0.783,0,0.11167,1.0902,0.8327
13/04/2012,160846.4,146.68,6072.12,1183.39,0.728,-0.029,0.11167,1.0875,0.8316
20/04/2012,158742.7,147.45,6237.79,1189.41,0.76,-0.003,0.11167,1.1003,0.8322
27/04/2012,158763.8,148.96,6116.36,1205.87,0.707,-0.048,0.11167,1.1031,0.8323
04/05/2012,153604.1,146.83,6056.79,1183.27,0.648,-0.057,0.11167,1.0891,0.8325
11/05/2012,150900.3,144.24,5954.88,1161.91,0.629,-0.069,0.11167,1.0754,0.8325
18/05/2012,155849.8,139.43,5797.76,1120.64,0.601,-0.13,0.11167,1.0642,0.8327
25/05/2012,170070.8,139.81,5865.19,1122.97,0.631,-0.17,0.11333,1.0422,0.8326
01/06/2012,185407.7,136.76,5777.47,1096.14,0.492,-0.215,0.09583,1.0351,0.8325
08/06/2012,194607,138.66,5869.32,1115.55,0.58,-0.201,0.09167,1.0421,0.8325
15/06/2012,212507.8,138.01,5911.82,1111.4,0.553,-0.302,0.09083,1.0525,0.8328
22/06/2012,227955.2,139.08,5989.33,1120.79,0.547,-0.283,0.095,1.0468,0.8327
29/06/2012,237835.3,139.65,6066.86,1128.92,0.638,-0.243,0.087,1.0542,0.8324
06/07/2012,245161.2,141.19,6183.67,1144,0.52,-0.266,0.08,1.0232,0.8326
13/07/2012,249281.4,139.71,6181.81,1130.96,0.519,-0.295,0.074,1.02,0.8327
20/07/2012,261398.5,142,6284.81,1155.6,0.466,-0.311,0.07,1.0121,0.8324
27/07/2012,270922.9,142.31,6362.82,1153.81,0.51,-0.28,0.064,1.0257,0.8325
03/08/2012,277299.4,143.29,6461.54,1160.39,0.499,-0.29,0.054,1.0308,0.8321
10/08/2012,277537,145.04,6483.44,1175.56,0.56,-0.272,0.052,1.0233,0.8328
17/08/2012,280584.7,145.45,6529.34,1183.49,0.55,-0.243,0.05,1.0268,0.8326
24/08/2012,286375.4,143.69,6475.94,1166.51,0.52,-0.347,0.048,1.042,0.8328
31/08/2012,288959.3,143.25,6388.01,1164.8,0.49,-0.403,0.046,1.0472,0.8326
07/09/2012,291114.3,146.83,6537.32,1200.58,0.568,-0.184,0.046,1.0588,0.8262
14/09/2012,294151.6,150.66,6559.16,1237.01,0.641,-0.188,0.046,1.0791,0.8219
21/09/2012,292305.2,148.71,6605.82,1215.56,0.58,-0.179,0.045,1.0721,0.8259
28/09/2012,291244.9,146.32,6495.88,1187.45,0.55,-0.169,0.044,1.064,0.8275
05/10/2012,291041,148.81,6674.82,1207.1,0.526,-0.185,0.04,1.0756,0.8246
12/10/2012,293143.6,147.31,6655.2,1188.55,0.478,-0.205,0.037,1.0713,0.8272
19/10/2012,292162.8,148.86,6756.14,1204.98,0.507,-0.221,0.037,1.0769,0.8271
26/10/2012,293309.4,147.8,6600.84,1193.78,0.494,-0.207,0.034,1.0699,0.827
02/11/2012,290678.6,149.37,6701.37,1211.2,0.469,-0.221,0.032,1.0634,0.8286
09/11/2012,291522.4,147.54,6715.2,1193.97,0.419,-0.263,0.03,1.054,0.8289
16/11/2012,292700,143.94,6508.66,1164.6,0.418,-0.266,0.03,1.0576,0.8299
23/11/2012,294558.8,148.39,6715.09,1212.6,0.471,-0.243,0.03,1.0773,0.8304
30/11/2012,293104.1,149.76,6820.6,1224.31,0.428,-0.253,0.03,1.0775,0.8297
07/12/2012,292764.3,151.64,6925.25,1243.81,0.369,-0.312,0.014,1.0701,0.8275
14/12/2012,294270.1,151.4,6902.51,1241.28,0.507,-0.249,0.016,1.0895,0.8276
21/12/2012,292812.9,152.16,6889.54,1247.26,0.534,-0.253,0.012,1.0925,0.8285
28/12/2012,288526.3,152.01,6822.44,1243.81,0.505,-0.218,0.012,1.0947,0.8282
04/01/2013,282639.5,156.66,7058.92,1291.09,0.557,-0.091,0.012,1.0815,0.8275
11/01/2013,283683.1,158.56,7188.22,1303.68,0.632,-0.081,0.016,1.0946,0.8203
18/01/2013,284330.6,160.67,7368.8,1325.59,0.665,0.01,0.02,1.0705,0.8035
25/01/2013,283522.1,161.5,7458.66,1332.09,0.724,0.064,0.02,1.0793,0.802
01/02/2013,281934.2,161.01,7420.35,1328.42,0.755,0.058,0.024,1.1009,0.8075
08/02/2013,280226.2,161.72,7395.97,1333.13,0.728,0.017,0.024,1.0902,0.8157
15/02/2013,285024.8,164.31,7500.57,1359.88,0.76,0.005,0.024,1.0848,0.8118
22/02/2013,288047.8,164.48,7554.38,1358.05,0.749,-0.009,0.024,1.0759,0.8156
01/03/2013,286144.2,165.39,7601.99,1367.12,0.666,-0.047,0.022,1.0607,0.8146
08/03/2013,283026.3,167.41,7744.84,1388.52,0.749,0.007,0.022,1.0511,0.8083
15/03/2013,282164.3,168.55,7864.39,1396.67,0.77,0.018,0.022,1.0653,0.8147
22/03/2013,282978.8,165.35,7744.33,1366.61,0.708,-0.037,0.022,1.0628,0.8177
29/03/2013,283798.7,166.6,7813.67,1381.27,0.691,-0.047,0.022,1.0532,0.8218
05/04/2013,281664.9,162.66,7641.11,1341.16,0.627,-0.076,0.022,1.0703,0.8238
12/04/2013,281734.5,165.13,7760.6,1368.08,0.632,-0.067,0.02,1.0783,0.8222
19/04/2013,284326.7,161.05,7618.76,1332.48,0.602,-0.089,0.02,1.0713,0.8203
26/04/2013,284222.2,165.21,7856.32,1376.8,0.554,-0.127,0.02,1.0607,0.8143
03/05/2013,280793.5,166.93,7937.61,1394.6,0.557,-0.111,0.02,1.0688,0.8152
10/05/2013,278526,170.59,8177.85,1429.12,0.596,-0.085,0.02,1.0451,0.8046
17/05/2013,278637,170.91,8280.25,1431.8,0.599,-0.124,0.018,1.0282,0.8008
24/05/2013,280966.6,169.21,8168.78,1414.48,0.635,-0.094,0.016,1.0401,0.8042
31/05/2013,279215.7,168.7,7947.01,1410.81,0.7,-0.072,0.016,1.0468,0.8055
07/06/2013,275403.2,165.53,7784.84,1388.74,0.749,-0.022,0.016,1.0685,0.8082
14/06/2013,274706.5,163.57,7635.96,1372.69,0.748,-0.036,0.018,1.0855,0.8134
